time,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
1.520000,0.109375,0.411010,0.239472,0.390523,0.386781,0.431013,-0.492761,0.033815,0.050565,0.069213,0.082941,0.094162,0.087405,-0.033445,-0.000787,-0.003925,-0.008861,-0.020579,-0.033027,-0.051998,1.223354,2.312178,-22.574708,1.052364,-4.587878,0.084297,0.009355,-0.154027
1.530000,0.110052,0.412021,0.240854,0.392177,0.388657,0.432750,-0.493160,0.033799,0.050487,0.069035,0.082528,0.093500,0.086362,-0.008966,-0.000794,-0.003933,-0.008932,-0.020683,-0.033271,-0.052252,1.224396,2.330535,-22.552649,1.060762,-4.571199,0.084351,0.010267,-0.154296
1.540000,0.110727,0.413030,0.242233,0.393823,0.390520,0.434466,-0.493070,0.033783,0.050408,0.068856,0.082113,0.092832,0.085315,0.015522,-0.000802,-0.003943,-0.009003,-0.020788,-0.033512,-0.052504,1.224221,2.348871,-22.530607,1.069120,-4.554527,0.084376,0.011166,-0.154520
1.550000,0.111403,0.414037,0.243608,0.395461,0.392369,0.436160,-0.492491,0.033767,0.050329,0.068675,0.081697,0.092160,0.084263,0.039996,-0.000808,-0.003954,-0.009071,-0.020895,-0.033750,-0.052754,1.222831,2.367185,-22.508582,1.077440,-4.537864,0.084372,0.012054,-0.154697
1.560000,0.112078,0.415043,0.244980,0.397090,0.394205,0.437834,-0.491422,0.033751,0.050250,0.068493,0.081278,0.091483,0.083205,0.064431,-0.000815,-0.003968,-0.009139,-0.021002,-0.033983,-0.053003,1.220225,2.385478,-22.486572,1.085722,-4.521208,0.084341,0.012932,-0.154829
1.570000,0.112753,0.416047,0.246348,0.398711,0.396027,0.439486,-0.489865,0.033735,0.050170,0.068310,0.080857,0.090801,0.082143,0.088803,-0.000821,-0.003983,-0.009205,-0.021110,-0.034213,-0.053249,1.216408,2.403748,-22.464579,1.093965,-4.504561,0.084285,0.013799,-0.154916
1.580000,0.113427,0.417049,0.247712,0.400324,0.397835,0.441117,-0.487822,0.033718,0.050091,0.068125,0.080434,0.090115,0.081076,0.113088,-0.000826,-0.004000,-0.009269,-0.021219,-0.034440,-0.053493,1.211381,2.421997,-22.442602,1.102171,-4.487922,0.084203,0.014656,-0.154957
1.590000,0.114102,0.418050,0.249072,0.401928,0.399630,0.442727,-0.485294,0.033702,0.050010,0.067939,0.080008,0.089424,0.080004,0.137262,-0.000831,-0.004018,-0.009332,-0.021329,-0.034662,-0.053734,1.205152,2.440224,-22.420640,1.110338,-4.471291,0.084097,0.015505,-0.154953
1.600000,0.114775,0.419050,0.250429,0.403523,0.401411,0.444315,-0.482284,0.033685,0.049930,0.067752,0.079581,0.088728,0.078927,0.161300,-0.000836,-0.004037,-0.009393,-0.021439,-0.034880,-0.053973,1.197725,2.458428,-22.398694,1.118468,-4.454669,0.083969,0.016346,-0.154904
1.610000,0.115449,0.420047,0.251782,0.405110,0.403178,0.445882,-0.478795,0.033668,0.049849,0.067563,0.079151,0.088029,0.077846,0.185179,-0.000840,-0.004058,-0.009453,-0.021550,-0.035095,-0.054207,1.189109,2.476610,-22.376763,1.126561,-4.438054,0.083818,0.017179,-0.154809
1.620000,0.116122,0.421043,0.253131,0.406689,0.404931,0.447427,-0.474830,0.033651,0.049768,0.067374,0.078719,0.087325,0.076759,0.208875,-0.000843,-0.004080,-0.009511,-0.021661,-0.035305,-0.054439,1.179312,2.494769,-22.354846,1.134615,-4.421447,0.083646,0.018005,-0.154668
1.630000,0.116795,0.422038,0.254477,0.408258,0.406669,0.448950,-0.470394,0.033634,0.049686,0.067183,0.078285,0.086617,0.075668,0.232364,-0.000846,-0.004104,-0.009568,-0.021772,-0.035512,-0.054666,1.168343,2.512905,-22.332944,1.142632,-4.404848,0.083453,0.018825,-0.154482
1.640000,0.117467,0.423031,0.255818,0.409819,0.408394,0.450452,-0.465491,0.033618,0.049603,0.066991,0.077848,0.085905,0.074573,0.255624,-0.000848,-0.004128,-0.009624,-0.021884,-0.035715,-0.054889,1.156215,2.531019,-22.311056,1.150612,-4.388257,0.083241,0.019639,-0.154249
1.650000,0.118140,0.424022,0.257156,0.411371,0.410104,0.451931,-0.460125,0.033601,0.049521,0.066798,0.077410,0.085189,0.073473,0.278630,-0.000849,-0.004154,-0.009677,-0.021995,-0.035914,-0.055108,1.142940,2.549108,-22.289182,1.158553,-4.371674,0.083010,0.020448,-0.153970
1.660000,0.118811,0.425011,0.258490,0.412915,0.411800,0.453388,-0.454302,0.033584,0.049437,0.066604,0.076969,0.084469,0.072369,0.301361,-0.000851,-0.004180,-0.009730,-0.022106,-0.036109,-0.055322,1.128530,2.567174,-22.267321,1.166456,-4.355098,0.082760,0.021253,-0.153644
1.670000,0.119483,0.425999,0.259820,0.414449,0.413481,0.454823,-0.448027,0.033567,0.049354,0.066409,0.076526,0.083745,0.071261,0.323794,-0.000851,-0.004207,-0.009781,-0.022217,-0.036301,-0.055532,1.113001,2.585216,-22.245473,1.174321,-4.338529,0.082493,0.022053,-0.153271
1.680000,0.120154,0.426985,0.261146,0.415975,0.415148,0.456236,-0.441307,0.033549,0.049269,0.066213,0.076080,0.083017,0.070148,0.345906,-0.000852,-0.004235,-0.009831,-0.022327,-0.036490,-0.055737,1.096369,2.603234,-22.223637,1.182148,-4.321968,0.082209,0.022850,-0.152849
1.690000,0.120825,0.427970,0.262468,0.417491,0.416800,0.457627,-0.434149,0.033532,0.049184,0.066016,0.075633,0.082286,0.069032,0.367676,-0.000852,-0.004264,-0.009880,-0.022437,-0.036675,-0.055936,1.078650,2.621226,-22.201814,1.189936,-4.305413,0.081908,0.023644,-0.152380
1.700000,0.121495,0.428952,0.263786,0.418999,0.418438,0.458995,-0.426560,0.033515,0.049099,0.065818,0.075183,0.081551,0.067911,0.389082,-0.000851,-0.004293,-0.009928,-0.022547,-0.036857,-0.056130,1.059863,2.639194,-22.180002,1.197685,-4.288866,0.081592,0.024435,-0.151862
1.710000,0.122165,0.429934,0.265100,0.420498,0.420061,0.460341,-0.418546,0.033498,0.049013,0.065619,0.074731,0.080812,0.066787,0.410102,-0.000851,-0.004323,-0.009975,-0.022655,-0.037036,-0.056319,1.040026,2.657136,-22.158202,1.205395,-4.272327,0.081260,0.025224,-0.151294
1.720000,0.122835,0.430913,0.266410,0.421987,0.421669,0.461665,-0.410117,0.033481,0.048926,0.065419,0.074277,0.080070,0.065659,0.430716,-0.000850,-0.004354,-0.010021,-0.022763,-0.037212,-0.056502,1.019160,2.675053,-22.136413,1.213065,-4.255794,0.080914,0.026010,-0.150678
1.730000,0.123505,0.431890,0.267716,0.423468,0.423262,0.462965,-0.401280,0.033464,0.048838,0.065218,0.073821,0.079324,0.064527,0.450904,-0.000849,-0.004384,-0.010066,-0.022870,-0.037385,-0.056680,0.997285,2.692943,-22.114635,1.220695,-4.239268,0.080553,0.026795,-0.150010
1.740000,0.124174,0.432866,0.269018,0.424939,0.424841,0.464243,-0.392044,0.033447,0.048750,0.065016,0.073362,0.078575,0.063392,0.470646,-0.000847,-0.004416,-0.010111,-0.022975,-0.037556,-0.056852,0.974425,2.710806,-22.092867,1.228285,-4.222749,0.080178,0.027578,-0.149293
1.750000,0.124843,0.433840,0.270317,0.426401,0.426404,0.465499,-0.382418,0.033431,0.048662,0.064814,0.072902,0.077822,0.062254,0.489922,-0.000846,-0.004447,-0.010156,-0.023080,-0.037724,-0.057018,0.950603,2.728643,-22.071109,1.235834,-4.206238,0.079790,0.028359,-0.148524
1.760000,0.125511,0.434812,0.271611,0.427854,0.427952,0.466731,-0.372412,0.033414,0.048573,0.064610,0.072439,0.077066,0.061112,0.508712,-0.000845,-0.004479,-0.010200,-0.023183,-0.037890,-0.057178,0.925841,2.746452,-22.049360,1.243342,-4.189734,0.079390,0.029139,-0.147703
1.770000,0.126179,0.435783,0.272901,0.429298,0.429485,0.467941,-0.362036,0.033397,0.048483,0.064406,0.071975,0.076307,0.059967,0.527000,-0.000844,-0.004512,-0.010243,-0.023285,-0.038053,-0.057332,0.900167,2.764233,-22.027621,1.250809,-4.173237,0.078976,0.029918,-0.146831
1.780000,0.126847,0.436752,0.274186,0.430732,0.431003,0.469128,-0.351299,0.033380,0.048392,0.064201,0.071508,0.075544,0.058819,0.544765,-0.000843,-0.004544,-0.010287,-0.023385,-0.038215,-0.057480,0.873605,2.781986,-22.005891,1.258234,-4.156748,0.078551,0.030696,-0.145907
1.790000,0.127514,0.437718,0.275468,0.432157,0.432505,0.470291,-0.340214,0.033363,0.048301,0.063995,0.071040,0.074778,0.057668,0.561992,-0.000842,-0.004576,-0.010331,-0.023483,-0.038375,-0.057623,0.846182,2.799710,-21.984169,1.265617,-4.140266,0.078114,0.031472,-0.144930
1.800000,0.128181,0.438683,0.276746,0.433573,0.433992,0.471432,-0.328789,0.033346,0.048209,0.063788,0.070569,0.074010,0.056514,0.578663,-0.000841,-0.004609,-0.010375,-0.023580,-0.038534,-0.057759,0.817926,2.817406,-21.962456,1.272957,-4.123793,0.077665,0.032247,-0.143901
1.810000,0.128848,0.439647,0.278019,0.434979,0.435464,0.472550,-0.317038,0.033329,0.048117,0.063580,0.070097,0.073237,0.055358,0.594761,-0.000841,-0.004642,-0.010419,-0.023675,-0.038690,-0.057890,0.788867,2.835072,-21.940750,1.280255,-4.107327,0.077206,0.033021,-0.142818
1.820000,0.129514,0.440608,0.279289,0.436376,0.436920,0.473644,-0.304971,0.033313,0.048024,0.063371,0.069622,0.072462,0.054199,0.610271,-0.000841,-0.004674,-0.010464,-0.023769,-0.038846,-0.058015,0.759032,2.852709,-21.919053,1.287509,-4.090871,0.076737,0.033792,-0.141683
1.830000,0.130181,0.441567,0.280554,0.437763,0.438361,0.474715,-0.292601,0.033296,0.047930,0.063161,0.069146,0.071684,0.053038,0.625178,-0.000841,-0.004707,-0.010509,-0.023860,-0.039000,-0.058134,0.728452,2.870315,-21.897363,1.294720,-4.074424,0.076257,0.034562,-0.140496
1.840000,0.130846,0.442525,0.281815,0.439141,0.439786,0.475763,-0.279939,0.033279,0.047835,0.062951,0.068668,0.070903,0.051874,0.639466,-0.000842,-0.004739,-0.010555,-0.023949,-0.039154,-0.058248,0.697157,2.887892,-21.875680,1.301887,-4.057986,0.075768,0.035330,-0.139255
1.850000,0.131512,0.443481,0.283071,0.440509,0.441195,0.476788,-0.266999,0.033262,0.047740,0.062739,0.068188,0.070118,0.050708,0.653123,-0.000844,-0.004771,-0.010601,-0.024036,-0.039306,-0.058356,0.665180,2.905438,-21.854005,1.309010,-4.041558,0.075269,0.036095,-0.137963
1.860000,0.132177,0.444434,0.284324,0.441867,0.442589,0.477789,-0.253792,0.033245,0.047645,0.062527,0.067707,0.069331,0.049540,0.666134,-0.000846,-0.004803,-0.010649,-0.024121,-0.039457,-0.058459,0.632552,2.922953,-21.832337,1.316090,-4.025141,0.074762,0.036858,-0.136618
